0.0151001,0.9961,0.00075238
0.00315083,0.0150095,0.9823
0.0060037,0.989751,0.00925531
0.00300124,0.0678095,0.919848
0.0039796,0.043412,0.961512
0.995587,0.0110431,0.000176405
0.00595386,0.997549,0.00138746
0.00510379,0.301126,0.689808
0.993969,0.0144308,0.000172257
0.00404036,0.0309043,0.965063
0.00976277,0.979804,0.0128939
0.0030458,0.992469,0.00730923
0.0050782,0.152886,0.845507
0.00622305,0.994025,0.00364076
0.00413787,0.998098,0.00157633
0.00322382,0.991816,0.00630634
0.00301661,0.0111493,0.986587
0.993404,0.0142459,0.00021166
0.00372712,0.997688,0.00204328
0.995339,0.0113305,0.000182956
0.995324,0.0114165,0.00018494
0.00783329,0.996664,0.000937569
0.00794578,0.997507,0.00100544
0.995515,0.0112331,0.000178423
0.99422,0.0125184,0.0001655
0.00336622,0.0156845,0.981619
0.00573522,0.995227,0.00319616
0.0137883,0.498794,0.531467
0.994812,0.0110458,0.000173208
0.00406416,0.0329688,0.964687
0.00280096,0.0128688,0.984926
0.00283513,0.0103299,0.987886
0.995956,0.0101542,0.000176085
0.99534,0.0113948,0.000179977
0.00394378,0.0377013,0.96209
0.00507896,0.064707,0.930936
0.0159171,0.976878,0.00442014
0.995191,0.0115036,0.00016877
0.00619903,0.99771,0.00115487
0.00400634,0.997625,0.00199087
0.00507386,0.997259,0.00165809
0.995449,0.0112819,0.000174505
0.00886292,0.781115,0.227162
0.0117605,0.399726,0.630819
0.0208911,0.98775,0.0014562
0.995504,0.0110637,0.000178562
0.00301744,0.0132389,0.985237
0.995391,0.0112401,0.000187181
0.00255898,0.0212567,0.974341
0.00313547,0.0174236,0.978659
