0.0151,0.9961,0.00075238
0.0031508,0.015009,0.9823
0.0060037,0.98975,0.0092553
0.0030012,0.067809,0.91985
0.0039796,0.043412,0.96151
0.99559,0.011043,0.0001764
0.0059539,0.99755,0.0013875
0.0051038,0.30113,0.68981
0.99397,0.014431,0.00017226
0.0040404,0.030904,0.96506
0.0097627,0.9798,0.012894
0.0030458,0.99247,0.0073092
0.0050782,0.15289,0.84551
0.006223,0.99403,0.0036408
0.0041379,0.9981,0.0015763
0.0032238,0.99182,0.0063063
0.0030166,0.011149,0.98659
0.9934,0.014246,0.00021166
0.0037271,0.99769,0.0020433
0.99534,0.01133,0.00018296
0.99532,0.011417,0.00018494
0.0078333,0.99666,0.00093757
0.0079458,0.99751,0.0010054
0.99551,0.011233,0.00017842
0.99422,0.012518,0.0001655
0.0033662,0.015684,0.98162
0.0057352,0.99523,0.0031961
0.013788,0.49879,0.53147
0.99481,0.011046,0.00017321
0.0040642,0.032969,0.96469
0.002801,0.012869,0.98493
0.0028351,0.01033,0.98789
0.99596,0.010154,0.00017608
0.99534,0.011395,0.00017998
0.0039438,0.037701,0.96209
0.0050789,0.064707,0.93094
0.015917,0.97688,0.0044201
0.99519,0.011504,0.00016877
0.006199,0.99771,0.0011549
0.0040063,0.99763,0.0019909
0.0050739,0.99726,0.0016581
0.99545,0.011282,0.0001745
0.0088629,0.78112,0.22716
0.01176,0.39972,0.63082
0.020891,0.98775,0.0014562
0.9955,0.011064,0.00017856
0.0030174,0.013239,0.98524
0.99539,0.01124,0.00018718
0.002559,0.021257,0.97434
0.0031355,0.017424,0.97866
