0.000273601,0.945366,0.990188
0.703407,0.427766,0.0559095
0.855156,0.218379,0.0438916
0.996585,0.0137417,0.0193471
0.00395865,0.96512,0.626379
0.0019781,0.979263,0.403779
0.940835,0.0882289,0.00820877
0.0316093,0.9313,0.226851
0.083287,0.781078,0.808336
0.0111825,0.644611,0.910035
0.315081,0.508155,0.0058564
0.00158349,0.849687,0.713885
0.000117006,0.699501,0.992765
0.950535,0.1054,0.0194696
0.00100544,0.287595,0.955929
0.0129421,0.972692,0.501732
0.113484,0.86048,0.553577
0.00113566,0.991053,0.424199
0.0182169,0.961004,0.119436
0.00177502,0.986172,0.780658
0.00139971,0.150356,0.910056
0.919996,0.153239,0.0249633
0.00030612,0.996991,0.750446
0.933787,0.069365,0.00748308
0.000896303,0.525341,0.999401
0.00748731,0.988662,0.80311
0.00041724,0.679616,0.998812
0.820983,0.102278,0.00114636
0.895873,0.297458,0.232972
0.00160435,0.334534,0.988074
0.060448,0.0242545,0.981184
0.00294256,0.190224,0.940987
0.00306578,0.977245,0.16546
0.00471481,0.966977,0.492351
0.00252192,0.152473,0.96496
0.000120863,0.766817,0.991133
0.00138468,0.989178,0.878065
0.00394795,0.979262,0.584497
0.994693,0.0241729,0.0114214
0.00183796,0.215569,0.984958
0.00958957,0.986648,0.384516
0.0015294,0.989497,0.17582
0.0149979,0.284463,0.861794
0.00550695,0.0881145,0.982152
0.00252651,0.119675,0.96936
0.920444,0.0658485,0.00174187
0.00061785,0.628752,0.78544
0.00918956,0.957049,0.729235
0.000392825,0.222052,0.871323
0.0102782,0.0770083,0.969015
