0.017321,0.26014,0.73771
0.96717,0.045188,0.0009369
0.97076,0.027368,0.00043681
0.96346,0.023086,0.00036128
0.012309,0.87229,0.13257
0.01558,0.87612,0.11376
0.96878,0.027086,0.0003934
0.011817,0.94415,0.052273
0.013445,0.84396,0.15168
0.0075149,0.5171,0.48084
0.95104,0.047949,0.00072754
0.02723,0.39727,0.5887
0.028475,0.047636,0.99
0.97042,0.030723,0.00057613
0.0062985,0.088225,0.89931
0.013963,0.94093,0.040934
0.019917,0.90541,0.060061
0.049084,0.84455,0.098392
0.013439,0.9511,0.033396
0.02087,0.86071,0.11078
0.034402,0.033924,0.98337
0.97039,0.025818,0.00043542
0.0093763,0.92873,0.090819
0.96503,0.020941,0.0003579
0.024473,0.046123,0.98339
0.011048,0.95167,0.049916
0.021047,0.050272,0.96157
0.96776,0.024608,0.00041369
0.96961,0.03347,0.00062466
0.0078144,0.087378,0.91003
0.05069,0.024733,0.97302
0.020363,0.066613,0.94272
0.013423,0.92903,0.066767
0.015928,0.88177,0.10506
0.013501,0.061907,0.96356
0.012322,0.073055,0.93547
0.042715,0.77505,0.18888
0.033391,0.83909,0.12179
0.96146,0.048769,0.00089379
0.030142,0.040266,0.98633
0.018921,0.9547,0.029437
0.01025,0.95359,0.073474
0.013036,0.25237,0.74036
0.041313,0.026307,0.98261
0.049577,0.022114,0.98588
0.97162,0.024333,0.00038222
0.010004,0.20344,0.78367
0.010064,0.90757,0.10175
0.07641,0.013019,0.9656
0.017647,0.052407,0.97183
